OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,RMA,DIVIDED,STAT_DIV_NAME,lat,lng,geolocation_area,geolocation,postcode,locality,region
3432542,T20150017804,27/08/2015,09.15.00,No,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,145.07844,-37.45875,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Metro,-37.459,145.078,-37.5;145.1,-37.459;145.078,,,
3432546,T20150017814,27/08/2015,13.30.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,144.05989,-35.79121,Non-Intersection,GANNAWARRA,NORTHERN REGION,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-35.791,144.060,-35.8;144.1,-35.791;144.060,,,
3432548,T20150017817,23/06/2015,09.55.00,No,Fall from or in moving vehicle,Tuesday,FELL IN/FROM VEHICLE,Day,Not at intersection,Serious injury accident,50 km/hr,145.11993,-37.5054,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,6,1,0,1,0,5,0,5,1,0,0,0,0,0,0,0,No,0,1,0,0,0,1,TOWNS,Local Road,Undivided,Metro,-37.505,145.120,-37.5;145.1,-37.505;145.120,,,
3432559,T20150016596,9/08/2015,14.20.00,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,Not known,147.5258,-36.319559999999996,Non-Intersection,TOWONG,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.320,147.526,-36.3;147.5,-36.320;147.526,,,
3432569,T20150016988,15/08/2015,13.00.00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,50 km/hr,141.59257,-38.327259999999995,Intersection,GLENELG,SOUTH WESTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,TOWNS,Local Road,Undivided,Country,-38.327,141.593,-38.3;141.6,-38.327;141.593,,,
3432571,T20150016997,15/08/2015,12.10.00,No,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Fatal accident,100 km/hr,145.31831,-36.69153,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,4,4,1,3,0,0,0,3,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.692,145.318,-36.7;145.3,-36.692;145.318,,,
3432578,T20150017430,21/08/2015,12.10.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,147.67596,-37.77218,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.772,147.676,-37.8;147.7,-37.772;147.676,,,
3432591,T20150017821,27/08/2015,14.15.00,No,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Other injury accident,100 km/hr,142.67004,-37.91878,Non-Intersection,MOYNE,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.919,142.670,-37.9;142.7,-37.919;142.670,,,
3432605,T20150016611,10/08/2015,11.15.00,No,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Day,Cross intersection,Other injury accident,70 km/hr,144.75079,-36.13892,Intersection,CAMPASPE,NORTHERN REGION,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,No,0,1,0,0,0,0,SMALL_CITIES,Arterial Highway,Divided,Country,-36.139,144.751,-36.1;144.8,-36.139;144.751,,,
3432637,T20150017459,21/08/2015,23.20.00,Yes,Collision with vehicle,Friday,U TURN,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,144.23435,-37.03022,Non-Intersection,MOUNT ALEXANDER,NORTHERN REGION,4,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.030,144.234,-37.0;144.2,-37.030;144.234,,,
3432638,T20150017461,21/08/2015,23.00.00,Yes,collision with some other object,Friday,STRUCK OBJECT ON CARRIAGEWAY,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,141.68375,-38.25931,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.259,141.684,-38.3;141.7,-38.259;141.684,,,
3432641,T20150017466,21/08/2015,00.30.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,143.11807,-38.29179,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.292,143.118,-38.3;143.1,-38.292;143.118,,,
3432657,T20150016632,15/06/2015,01.00.00,Yes,Struck animal,Monday,STRUCK ANIMAL,Dark No street lights,Not at intersection,Other injury accident,Not known,145.58346,-37.63527,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Metro,-37.635,145.583,-37.6;145.6,-37.635;145.583,,,
3432659,T20150016635,10/08/2015,11.00.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,60 km/hr,144.71555,-36.92666,Non-Intersection,BENDIGO,NORTHERN REGION,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,TOWNS,Local Road,Undivided,Country,-36.927,144.716,-36.9;144.7,-36.927;144.716,,,
3432665,T20150016647,10/08/2015,18.50.00,Yes,Struck animal,Monday,STRUCK ANIMAL,Dusk/Dawn,Not at intersection,Serious injury accident,100 km/hr,145.7789,-38.59953,Non-Intersection,BASS COAST,EASTERN REGION,3,3,0,1,2,0,0,2,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.600,145.779,-38.6;145.8,-38.600;145.779,,,
3432673,T20150017040,16/08/2015,02.30.00,Yes,Struck animal,Sunday,STRUCK ANIMAL,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,141.29457,-37.93213,Non-Intersection,GLENELG,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.932,141.295,-37.9;141.3,-37.932;141.295,,,
3432680,T20150017051,16/08/2015,06.00.00,Yes,Struck animal,Sunday,STRUCK ANIMAL,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,146.89406,-38.108579999999996,Non-Intersection,WELLINGTON,EASTERN REGION,8,1,0,0,1,7,0,3,5,0,0,0,0,0,1,0,No,0,5,0,4,0,1,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.109,146.894,-38.1;146.9,-38.109;146.894,,,
3432682,T20150017471,22/08/2015,04.50.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Not at intersection,Other injury accident,60 km/hr,144.28374,-36.74993,Non-Intersection,BENDIGO,NORTHERN REGION,5,4,0,0,4,1,0,4,1,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,Arterial Other,Undivided,Country,-36.750,144.284,-36.7;144.3,-36.750;144.284,,,
3432691,T20150017484,22/08/2015,09.10.00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Serious injury accident,60 km/hr,142.29029,-37.87787,Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,6,1,0,1,0,5,0,4,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_TOWNS,Arterial Other,Undivided,Country,-37.878,142.290,-37.9;142.3,-37.878;142.290,,,
3432728,T20150017072,16/08/2015,13.45.00,No,Collision with vehicle,Sunday,U TURN,Day,Not at intersection,Serious injury accident,60 km/hr,144.29263999999998,-36.74731,Non-Intersection,BENDIGO,NORTHERN REGION,3,3,0,1,2,0,0,1,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,Arterial Highway,Undivided,Country,-36.747,144.293,-36.7;144.3,-36.747;144.293,,,
3432736,T20150017493,22/08/2015,12.50.00,No,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Other injury accident,100 km/hr,145.99505,-36.87258,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,3,3,0,0,3,0,0,2,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.873,145.995,-36.9;146.0,-36.873;145.995,,,
3432745,T20150017514,21/08/2015,23.30.00,Yes,Vehicle overturned (no collision),Friday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Dark Street lights on,Cross intersection,Other injury accident,60 km/hr,145.49702,-38.06048,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,SMALL_CITIES,Local Road,Undivided,Metro,-38.060,145.497,-38.1;145.5,-38.060;145.497,,,
3432749,T20150017911,28/08/2015,12.00.00,No,No collision and no object struck,Friday,OFF CARRIAGEWAY ON RIGHT BEND,Day,Not at intersection,Serious injury accident,100 km/hr,147.06506000000002,-36.092620000000004,Non-Intersection,TOWONG,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.093,147.065,-36.1;147.1,-36.093;147.065,,,
3432753,T20150017916,26/08/2015,12.40.00,No,Collision with a fixed object,Wednesday,REVERSING INTO FIXED OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,50 km/hr,143.34286,-35.18226,Non-Intersection,SWAN HILL,NORTHERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_TOWNS,Local Road,Undivided,Country,-35.182,143.343,-35.2;143.3,-35.182;143.343,,,
3432755,T20150017920,28/08/2015,15.15.00,No,Collision with vehicle,Friday,U TURN,Day,T intersection,Other injury accident,60 km/hr,142.31774,-35.07261,Intersection,MILDURA,WESTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,Arterial Highway,Divided,Country,-35.073,142.318,-35.1;142.3,-35.073;142.318,,,
3432764,T20150016688,8/08/2015,18.20.00,Yes,Struck animal,Saturday,STRUCK ANIMAL,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,144.37393,-36.68096,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.681,144.374,-36.7;144.4,-36.681;144.374,,,
3432768,T20150016699,8/08/2015,02.00.00,Yes,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,146.22468,-38.6687,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.669,146.225,-38.7;146.2,-38.669;146.225,,,
3432770,T20150016702,11/08/2015,11.00.00,No,Vehicle overturned (no collision),Tuesday,OFF CARRIAGEWAY ON RIGHT BEND,Day,Not at intersection,Other injury accident,100 km/hr,147.23783999999998,-37.8301,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.830,147.238,-37.8;147.2,-37.830;147.238,,,
3432776,T20150017088,16/08/2015,19.15.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),Dark No street lights,Not at intersection,Other injury accident,100 km/hr,144.19952,-36.61296,Non-Intersection,BENDIGO,NORTHERN REGION,3,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.613,144.200,-36.6;144.2,-36.613;144.200,,,
3432780,T20150017097,16/08/2015,22.45.00,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,141.45628,-38.00703,Non-Intersection,GLENELG,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.007,141.456,-38.0;141.5,-38.007;141.456,,,
3432782,T20150017102,17/08/2015,04.00.00,Yes,Collision with vehicle,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,Not known,143.58069,-37.623940000000005,Non-Intersection,PYRENEES,WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,3,0,3,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.624,143.581,-37.6;143.6,-37.624;143.581,,,
3432783,T20150017103,16/08/2015,13.30.00,No,No collision and no object struck,Sunday,OFF CARRIAGEWAY ON LEFT BEND,Day,Not at intersection,Serious injury accident,100 km/hr,146.70633999999998,-37.855270000000004,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.855,146.706,-37.9;146.7,-37.855;146.706,,,
3432788,T20150021854,16/10/2015,16.00.00,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Day,Not at intersection,Other injury accident,100 km/hr,144.61765,-36.2711,Non-Intersection,CAMPASPE,NORTHERN REGION,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.271,144.618,-36.3;144.6,-36.271;144.618,,,
3432793,T20150021864,20/10/2015,06.50.00,No,Collision with vehicle,Tuesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,Dusk/Dawn,Not at intersection,Serious injury accident,80 km/hr,145.26307,-38.17378,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,2,No,0,2,0,2,0,0,RURAL_VICTORIA,Local Road,Undivided,Metro,-38.174,145.263,-38.2;145.3,-38.174;145.263,,,
3432801,T20150022212,9/10/2015,10.30.00,No,No collision and no object struck,Friday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Other injury accident,80 km/hr,142.50033,-37.14976,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,No,0,2,0,0,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.150,142.500,-37.1;142.5,-37.150;142.500,,,
3432825,T20150021505,17/10/2015,04.00.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,143.7384,-36.95078,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.951,143.738,-37.0;143.7,-36.951;143.738,,,
3432846,T20150021881,22/10/2015,14.35.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,141.67292,-37.29991,Non-Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.300,141.673,-37.3;141.7,-37.300;141.673,,,
3432858,T20150022254,20/08/2015,16.30.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,Day,Not at intersection,Other injury accident,60 km/hr,141.18441,-35.26278,Non-Intersection,MILDURA,WESTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,No,0,2,1,1,0,0,SMALL_TOWNS,Arterial Highway,Undivided,Country,-35.263,141.184,-35.3;141.2,-35.263;141.184,,,
3432864,T20150022633,1/11/2015,15.00.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,100 km/hr,146.64493000000002,-38.53195,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.532,146.645,-38.5;146.6,-38.532;146.645,,,
3432874,T20150022653,1/11/2015,21.30.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,Dark Street lights on,T intersection,Other injury accident,60 km/hr,145.51179,-37.65585,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,0,1,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,Arterial Highway,Undivided,Metro,-37.656,145.512,-37.7;145.5,-37.656;145.512,,,
3432877,T20150021522,18/10/2015,10.30.00,No,Collision with vehicle,Sunday,RIGHT REAR.,Day,Not at intersection,Other injury accident,100 km/hr,144.04109,-35.78796,Non-Intersection,GANNAWARRA,NORTHERN REGION,3,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-35.788,144.041,-35.8;144.0,-35.788;144.041,,,
3432904,T20150022266,23/05/2015,22.15.00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY ON RIGHT BEND,Unk.,Not at intersection,Serious injury accident,100 km/hr,142.06945,-38.06532,Non-Intersection,MOYNE,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.065,142.069,-38.1;142.1,-38.065;142.069,,,
3432905,T20150022267,27/10/2015,18.20.00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,80 km/hr,145.43183,-36.346140000000005,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.346,145.432,-36.3;145.4,-36.346;145.432,,,
3432910,T20150022273,27/10/2015,19.25.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dusk/Dawn,Not at intersection,Serious injury accident,100 km/hr,144.59888,-36.83684,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.837,144.599,-36.8;144.6,-36.837;144.599,,,
3432914,T20150022277,27/10/2015,18.50.00,Yes,Collision with a fixed object,Tuesday,OFF END OF ROAD/T-INTERSECTION.,Dusk/Dawn,T intersection,Serious injury accident,60 km/hr,144.30523,-37.52101,Intersection,MOORABOOL,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,SMALL_TOWNS,Local Road,Undivided,Country,-37.521,144.305,-37.5;144.3,-37.521;144.305,,,
3432929,T20150021549,2/10/2015,15.00.00,No,No collision and no object struck,Friday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,100 km/hr,146.21075,-37.38244,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.382,146.211,-37.4;146.2,-37.382;146.211,,,
3432930,T20150021550,18/10/2015,12.05.00,No,Collision with a fixed object,Sunday,OUT OF CONTROL (OVERTAKING),Day,Not at intersection,Fatal accident,100 km/hr,145.27892,-37.274840000000005,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.275,145.279,-37.3;145.3,-37.275;145.279,,,
3432949,T20150021931,23/10/2015,11.56.00,No,Vehicle overturned (no collision),Friday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Serious injury accident,80 km/hr,147.05408,-36.92145,Non-Intersection,ALPINE,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.921,147.054,-36.9;147.1,-36.921;147.054,,,
3432958,T20150022294,28/10/2015,06.40.00,No,Struck animal,Wednesday,STRUCK ANIMAL,Dusk/Dawn,Not at intersection,Serious injury accident,100 km/hr,143.76376000000002,-37.782140000000005,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.782,143.764,-37.8;143.8,-37.782;143.764,,,
3432972,T20150022705,2/11/2015,10.15.00,No,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY ON LEFT BEND,Day,Not at intersection,Other injury accident,100 km/hr,148.73972,-37.69536,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.695,148.740,-37.7;148.7,-37.695;148.740,,,
3432991,T20150021588,17/10/2015,12.30.00,No,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,143.10499,-36.64005,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,3,3,0,0,3,0,0,2,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.640,143.105,-36.6;143.1,-36.640;143.105,,,
3433011,T20150022330,28/10/2015,17.00.00,No,collision with some other object,Wednesday,STRUCK OBJECT ON CARRIAGEWAY,Dusk/Dawn,Not at intersection,Serious injury accident,110 km/hr,144.72578000000001,-37.26445,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.264,144.726,-37.3;144.7,-37.264;144.726,,,
3433017,T20150022341,28/10/2015,15.45.00,No,Collision with vehicle,Wednesday,RIGHT FAR (INTERSECTIONS ONLY),Day,T intersection,Other injury accident,90 km/hr,145.48551,-38.153659999999995,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Metro,-38.154,145.486,-38.2;145.5,-38.154;145.486,,,
3433022,T20150022725,2/11/2015,18.39.00,Yes,Collision with a fixed object,Monday,OUT OF CONTROL (OVERTAKING),Day,Not at intersection,Fatal accident,100 km/hr,145.54487,-36.724959999999996,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.725,145.545,-36.7;145.5,-36.725;145.545,,,
3433031,T20150022743,6/10/2015,21.00.00,Yes,Vehicle overturned (no collision),Tuesday,OFF CARRIAGEWAY TO RIGHT,Dark No street lights,Not at intersection,Other injury accident,Camping grounds or off road,142.04943,-34.14733,Non-Intersection,MILDURA,WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-34.147,142.049,-34.1;142.0,-34.147;142.049,,,
3433039,T20150021614,19/10/2015,08.50.00,No,No collision and no object struck,Monday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Other injury accident,100 km/hr,143.381,-36.992909999999995,Non-Intersection,PYRENEES,WESTERN REGION,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.993,143.381,-37.0;143.4,-36.993;143.381,,,
3433040,T20150021616,19/10/2015,12.15.00,No,Vehicle overturned (no collision),Monday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Other injury accident,100 km/hr,146.02346,-37.37232,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.372,146.023,-37.4;146.0,-37.372;146.023,,,
